9,糖尿病内科,内科（人間ドック・成人検査のみ）,感染症呼吸器内科,食道内科,耳鼻咽頭科,内科（循環器・消化器・呼吸器）,循環器・呼吸器内科,糖尿病内分泌科,脂質代謝内科,血液・腎臓内科,小児神経心療内科,,心臓病内科,アレルギー膠原病科,リウマチ膠原病内科,小児感染症内科,泌尿器科内科,老年科,思春期心療内科,消化器肝臓内科,大腸内科,形成外科,総合診療,,気管食道耳鼻咽喉科,消化器外科（内視鏡）,心臓血管外科（循環器外科）,大腸肛門乳腺外科,胆嚢外科,血液腫瘍外科,血液腫瘍外科,,脳脊髄神経外科,外科（乳腺）,泌尿器科・泌尿器科（人工透析）,男性整形外科,美容形成外科,内科（ペインクリニック）,皮膚科こう門科,,頭頸外科,小児リハビリテーション科,歯科口腔科,,小児内分泌内科,消化器・内分泌・小児外科,生殖医療産婦人科,漢方精神科,放射線内科,,臨床検査化科,理学科,緩和ケア内科又は内科（緩和ケア）,,外他21科
10,代謝内科,漢内内視鏡内科,内科（呼吸器・循環器・消化器・糖尿病・代謝）,気管食道・耳鼻咽喉科,頭頸部・耳鼻いんこう科,内科（消化器・呼吸器・循環器）,内科（呼吸器・循環器・消化器・糖尿病・代謝）,透析内科,内科（呼吸器・循環器・糖尿病・アレルギー疾患）,血液腎臓内科,神経痛,,心臓･循環器内科,アレルギー,腎臓・膠原病内科,性病内科,泌尿器科・泌尿器科（人工透析）,もの忘れこころ外来,高齢者心療内科,循内肝臓内科,消化器内科（胃腸・肛門・内視鏡）,歯科口腔外科,医療科,,気管外科,消化器外科（胃腸外科）,,外科（肛門）,胃腸・大腸・胆のう・肛門外科,腫瘍泌尿器科,抹消血管外科,,脳腫瘍外科,乳腺・肛門外科,泌尿器科科,ペインクリニック・整形外科,美容整心精神科,ペインクリニック内科・外科,美容皮ふ科,,頸部甲状腺乳腺外科,リハ理学診療科,小歯歯科,,小児血液腫瘍内科,小児神経発達外来,産婦人科（生医）,精神腫瘍科,放射線科（検診、検査業務）,,血液・化学療法内科,理学療法科 ,外科（緩和ケア）,,不具合
11,緩和ケア内科,検診科,喘息外来,気管食道耳鼻咽喉科,頸部内科,糖尿病・胃腸内科,消化器･循環器内科,内科（人工透析）,糖尿病・胃腸内科,がん,皮膚神経内科,,脳血管内治療科,漢方アレルギー科,アレルギー・リウマチ科,血液・感染症内科,泌尿器科科,加齢総合診療科,心療内科（小児）,消化器内科（胃腸・肝臓・胆のう・膵臓）,胃・大腸内視鏡内科,腫瘍外科,全科,,気管食道科・気管食道外科,消化器科（胃腸科）,,肛門科,肝臓・胆嚢外科,消化器腫瘍外科,循環器外科・心臓血管外科,,漢方脳外科,乳腺・内分泌外科,腎臓・泌尿器科,整形,美容皮膚科（女性）,ペインクリニック・心療内科,皮膚神経内科,,漢方耳鼻咽喉科,リハ放射線治療科,成人矯歯歯科,,小児循環器内科,外科（小児）,婦人科（不妊治療）,老年精神科（認知症）,乳腺放射診断科,,がん化学療法内科,理学療法科（リハビリテーション）,内科（緩和ケア）,,首肩背中のこり痛みなど
12,内視鏡内科,訪問診療科,男性呼吸器内科,気道食道内科,耳血内,内科（糖尿病代謝・消化器）,心臓・循環器内科,透析科,内分泌・代謝内科,男性内科（血液）,老年神経内科,,脂質代謝・血管内科,皮膚アレルギー科,リウマチ外科,性感性症内科,腎臓・泌尿器科,老年診療内科,心療内科（女性）,内科（呼吸器・循環器・消化器・肝臓）,大腸肛門内科,肛門外科,,,気管食道・耳鼻いんこう科,胃外科,,乳腺・肛門外科,肝臓科,外科（腫瘍・肛門・血管）,胸部血管外科,,脳神径外科,呼吸器・乳腺外科,男性泌尿器科,内科（ペインクリニック）,形成外科（男性）,ペイン外科,漢方皮膚科,,気管食道・耳鼻咽喉科,リハビリテ−ション科,矯科,,小児眼科,,泌尿器科（男性不妊治療）,精神科（発達障害のみ）,放射線診療科,,臨床腫瘍科,整形外科（理学療法・麻酔）,緩和ケア・外科,,
13,老年内科,漢方（思）,感染症・呼吸器内科,気管食道・耳鼻いんこう科,気管食道・耳鼻いんこう科,消火器内科,内科（循環器・消化器）,腎臓科,内科（循環器・糖尿病・内分泌・脂質代謝）,腫瘍内科（化学療法）,漢方脳神経内科,,心臓血管内科（循環器）,呼吸器アレルギー科,リウマチ眼科,感染症婦人科,男性泌尿器科,老年病内科,内科（心療内科）,肝臓・消化器内科（内視鏡）,胃内肛門内科,大腸外科,,,耳咽・気管食道科,消・胃腸科,,ペインクリニック・肛門外科,肝臓・胆のう・膵臓科,外科（がん）,呼吸器・血管外科,,神経外科,腎臓外来,泌尿器科(人工透析),ペインクリニック内科・外科,形成・美容外科,ペイン内科,美容皮膚科（漢方）,,気管食道耳鼻咽喉科,脳神経リハビリテーション科,口腔外科歯科,,小児耳鼻咽喉科,,漢方婦人科,精精神科,リハ放射線治療科,,乳腺化学療法内科,成分献血,緩和ケア小児科,,
14,内分泌内科,漢方（不）,呼吸器・アレルギー内科,耳咽・気管食道科,耳咽咽喉科,消化器・血液内科,循環器科内科,内分泌・代謝内科,代謝・内分泌内科,小児腫瘍内科,内科（脳神経内科）,,血管透析内科,皮膚科・アレルギー科,膠原病・リウマチ内科,女性内科（性感染症）,泌尿器科(人工透析),神経内科（老年内科）,漢方・心療内科,肝臓・胃腸内科,こう門内科,こう門外科,,,気管支科,消化器外科（胃腸科外科）,,大腸肛門外科,,腫瘍・疼痛緩和外科,透析血管外科,,脳神経外,腎臓外科,ひ尿科,ペインクリニック・心療内科,美容婦人科,ペイン整形外科,皮膚科（漢方）,,頭部外科,整形リハビリテーション科,歯科矯正歯科,,小児泌尿器科,,産婦人科(不妊治療),腫瘍精神科,放脂質代謝内科,,呼吸器内科（化学療法）,,呼吸器緩和ケア内科,,
15,脳神経内科,内科（漢方専門）,内科（循環器・呼吸器）,気管支科,耳咽・気管食道科,消化器・肝臓内科,循環器・腎臓内科,泌尿器科（人工透析）,内科（糖尿病代謝・消化器）,腫瘍・血液内科,神経内科・神経科,,,アレルギー疾患耳鼻咽喉科,膠原病リウマチ内科,性感染症皮膚科,ひ尿科,老人精神科,子どものこころ診療科,内科（膵臓・糖尿病）,大腸・肛門内科,内視鏡外科,,,気管科,外科 （消化器 ・ 内視鏡）,,外科（こう門）,,外科（腫瘍）,循環器外科（心臓血管外科）,,小児神経発達外来,透析外科,泌尿器科（透析）,小児整形外科,美皮漢方内科,内科（ペインクリニック・循環器）,皮膚腫瘍外科,,頸部外科,疼,歯科口腔外科歯科,,リハビリテーション科（小児）,,産婦人科(生殖医療),思春期精神科,放射線診断料,,,,腫瘍内科（緩和ケア）,,
16,人工透析内科,診療科,内科（消化器・呼吸器・心療内科）,気管科,,消化器内科(内視鏡),内科（循環器・呼吸器）,内科（腎臓）,内科（呼吸器・循環器・消化器・糖尿病・代謝）,腫瘍内科(疼痛緩和),神経内科（老年内科）,,,リウマチ・膠原病アレルギー外来,漢方リウマチ科,性感染症婦人科,泌尿器科（透析）,緩和ケア・老年内科,内科（消化器科・心療内科）,内科（肝臓・腎臓・循環器・糖尿病・脂質代謝）,肛門心療内科,頭頚部外科,,,気管食科,消化器・胃腸科,,肛門下科,,,小児心臓外科,,,乳腺内分泌外科,泌尿科,ペイン外科,審美歯科,ペインクリニック女性内科,皮膚アレルギー科,,耳鼻咽頭科,疼痛緩和リハビリテーション科,小児歯科口腔外科,,新生児科,,産婦人科(内視鏡),精神内科,放射線治療料,,,,疼痛緩和リハビリテーション科,,
17,心臓血管内科,漢方医学科,呼吸器科内科,気管食科,,内科（呼吸器・循環器・消化器・糖尿病・代謝）,循環器・心臓内科,内科（内分泌）,糖尿病・内分泌科,血液・感染症内科,内科（神経）,,,内科（呼吸器・循環器・アレルギー疾患・体謝・内分泌）,リウマチ・膠原病・アレルギー科,男性泌尿器科（感染・性感染）,泌尿科,老年期認知症外来,肛門心療内科,肝・胆・膵内科,胃腸・肛門内科,血管外科,,,食道・胃腸外科,消化器内視鏡外科,,消化器外科(胃・大腸),,,呼吸器・心臓血管外科,,,外科（乳腺・甲状腺）,腎臓泌尿器科,ペイン内科,美容皮フ科,整形外科（ペインクリニック）,皮膚科・アレルギー科,,頸部・胸部外科,理学療法科（リハビリテーション）,口外老年歯科,,児童思春期精神科,,感染症婦人科,女性精神科,放射線科 ,,,,腫瘍内科（疼痛緩和）,,
18,糖尿病内分泌内科,健康診断,内科（呼吸器・消化器）,内科（気管食道）,,消化器･循環器内科,内科（糖尿病・循環器科・呼吸器・消化器）,内科（循環器・糖尿病・内分泌・脂質代謝）,糖尿病･代謝内科,漢方腫瘍内科（がん漢）,,,,ｱﾚﾙｷﾞｰ科,アレルギー疾患リウマチ科,女性泌尿器科（感染・性感染）,腎臓泌尿器科,,精心内,肝臓・胆嚢・膵臓内科,胃腸・大腸内視鏡内科,内視鏡外科（大腸・胃）,,,気管食道科（気管食道外科）,消化器・乳腺外科,,外科（肛門外科）,,,心血管外科,,,頸部甲状腺乳腺外科,腫瘍泌尿器科,ペイン整形外科,外科・整形外科・形成外科,麻酔・ペインクリニック科,心療皮,,頭頸部・耳鼻いんこう科,小児科リハビリテーション科,訪問歯科,,小児内科,,産婦人科（不妊治療）,美容整心精神科,外科放射線科乳腺外科,,,,緩和ケア・老年内科,,
19,糖尿病・内分泌内科,健診等,内科（糖尿病・循環器科・呼吸器・消化器）,,,内科（循環器・消化器）,呼吸器・循環器内科,代謝・内分泌内科,糖尿病内科（代謝内科）,が内,,,,呼吸器・アレルギー科,膠原病内科,感染症泌尿器科,腫瘍泌尿器科,,精神・心療内科,消化器内科（肝臓・大腸）,こうもん科,内分泌外科,,,,消化器外科(胃・大腸),,大腸内視鏡外科,,,循環器外科(心臓･血管外科）,,,乳腺・甲状腺外科,泌尿器科（生）,美容整心精神科,美容整形外科,眼科・麻酔科,腫瘍皮膚科,,気管食道・耳鼻いんこう科,運動器リハビリテーション科,歯科（小児診療はしない）,,小児心療内科,,婦人科（不妊治療・生殖医療）,心療精神科,核医学診療科,,,,疾痛緩和内科,,
20,化学療法内科,健診,呼吸器・循環器内科,,,消化器内科（胃腸内科）,内科（内分泌・消化器・胃腸・呼吸器・循環器）,腎臓内科（透析）,消化器・糖尿病内科,腫瘍泌尿器科,,,,アレルギー・リウマチ科,膠原病・感染症内科,泌尿器科（性感染症）,泌尿器内科,,精神科・心療内科,肝臓消化器内科,大腸・肛門科,循環器外科,,,,胃食道外科,,肛門外科又はこうもん外科,,,外科（腫瘍・肛門・血管）,,,人口透析外科,外科（泌尿器外来）,内科（ペインクリニック・循環器）,ボトックス外来,女性ペインクリニック内科,美容皮膚科（女性）,,耳咽咽喉科,リハビリテーシヨン科,歯科、小児歯科,,小児耳鼻科,,不妊治療産婦人科,精神科・神経科,放射線腫瘍科,,,,がん緩和ケア内科,,
21,糖尿病・代謝内科,女性診療外来,老年呼吸器内科,,,消化器内科（肝胆膵）,循環器女性内科,血液透析内科,糖尿病内分泌代謝内科,リウ血液内科,,,,呼吸器・アレルギー疾患内科,リウマチ膠原病科,婦人科（性感染症）,泌尿器科（生）,,乳腺心療内科,内科（消化器・肝臓・胆嚢・膵臓・内視鏡）,消火器内科肛門内科,人工透析外科,,,,食道胃腸外科,,消外大腸外科,,,末梢血管外科,,,消化器・乳腺外科,泌尿器科整形外科,ペインクリニック女性内科,皮膚・形成科,麻酔科(ペインクリニック),性感染症皮膚科,,耳咽・気管食道科,乳腺リハビリテーション科,歯科（口腔ケア）,,神経小児科,,性感染症婦人科,精心内,放射線科小児科,,,,がん緩和ケア泌尿器科,,
22,血液・腫瘍内科,漢方診療科,内科（内分泌・消化器・胃腸・呼吸器・循環器）,,,消化器内科（消化管）,内科（呼吸器・循環器）,腎臓・内分泌内科,内分泌代謝内科,内科（血液透析）,,,,小児科（循環器科・アレルギー科）,血液リウマチ科,循内感染症内科,泌尿器科(人工透析）,,内科（消化器・代謝・心療・呼吸器・循環器・アレルギー）,内科（胃腸・消化器・肝臓・胆のう・膵臓・腎臓・循環器・呼吸器・糖尿病・代謝・脂質代謝・内分泌・老年・アレルギー疾患・感染症）,消化器内科（肝臓・大腸）,ペインクリニック外科,,,,消化器乳腺外科,,呼外大腸外科,,,胸部・血管外科,,,女性乳腺外科,泌尿器科(人工透析）,外科（整形外科）,,疼,漢方皮フ科,,乳腺・頭頸部外科,脳神経外科リハビリテーション科,歯科一般,,小児循環器科,,美容婦人科,精婦,放射科,,,,腫瘍・疼痛緩和外科,,
23,胃腸内科（内視鏡）,総合診療,内科（呼吸器・循環器）,,,消化器・糖尿病内科,内科（消化器・循環器・呼吸器）,人工透析科,小児内分泌・代謝内科,呼吸器・腫瘍内科,,,,アレルギ科,薬物療法リウマチ科,呼吸器・感染症内科,人工透析・泌尿器科,,心身医療科,胆道膵臓内科,内科（胃腸・肛門）,老年脳神経外科,,,,胃腸外科（内視鏡）,,消外肛門外科,,,心臓血管外科（循環器外科）,,,消化器乳腺外科,人工透析・泌尿器科,整形外科（ペインクリニック）,,内科（漢方・ペインクリニック）,男性皮膚科,,耳鼻いんこう頭頸部外科,大腸・肛門リハビリテーション科,矯正歯科･小児歯科,,小児耳鼻いんこう科,,婦人科（不妊）,精神・心療内科,,,,,疼通緩和内科,,
24,ペインクリニック内科,医療科,小児呼吸器内科,,,内科胃腸科,心臓･循環器内科,糖尿病・内分泌科,内分泌・代謝・糖尿病内科,内科（血液）,,,,アレルギ−科,整形外科・リウマチ科,内科（特定感染症検査のみ）,内高精,,内科（心療）,胆のう内科,乳腺・肛門科,胃・大腸・肛門外科,,,,消化器胃腸科,,外科（肛門科）,,,消化器・肛門・乳腺・血管外科,,,乳腺科,透析泌尿器科,麻酔・ペインクリニック科,,ペインクリック内科,女性皮膚科,,耳鼻咽喉科・頭頸部外科,,矯正外科,,小児アレルギー科,,婦人科（薬・漢方）,精神科・心療内科,,,,,疼痛緩和内科（ペインクリニック）,,
25,胃腸内科,全科,内科（消化器・循環器・呼吸器）,,,消化器内科（胃腸・内視鏡内科）,内科（ペインクリニック・循環器）,血液・腎臓内科,内分泌・糖尿病内科,血液・化学療法内科,,,,小児科（アレルギー科）,リウマチ科・内科,小児科（感染症内科）,透析泌尿器科,,,内科（消化器・循環器・肝臓・糖尿病）,胃腸科肛門科,腎臓移植外科,,,,抹消血管外科,,消化器・胃腸・大腸外科,,,人工透析血管外科,,,乳腺外科・外科,腎・泌尿器科（人工透析）,泌尿器科整形外科,,ペインクリニック・内科,美皮漢方内科,,頭頚外科,,歯科小児,,小児内分泌科,,漢方産婦人科,神経科・精神科,,,,,緩和ケア・精神科,,
26,乳腺・内分泌内科,訪問診療,呼内老年内科,,,消化器内視鏡内科,循内肝臓内科,血液腎臓内科,糖尿病,肺腫瘍内科,,,,アレレギー科,,内科（消化器・アレルギー疾患・感染症）,腎・泌尿器科（人工透析）,,,内科（肝臓・胃腸・消化器・呼吸器）,大腸,頭頸部外科,,,,消外大腸外科,,肛門科・肛門外科,,,外科（心臓血管）,,,腎臓病,腎泌尿器科,女性ペインクリニック内科,,ペインクリニック（内科）,外科（皮膚外来）,,外科（頭頸部）,,歯科矯正,,小児神経心療内科,,婦人科（生殖）,児童・思春期精神科,,,,,緩和ケア・腫瘍精神科,,
27,呼吸気内科,予防接種,呼吸器・感染症内科,,,胃腸科内科,循環器,小児内分泌科,糖尿病科,がん血液内科,,,,内科（消化器・アレルギー疾患・感染症）,,感染症,腎泌尿器科,,,肝臓科,大腸肛門科,気管食道外科,,,,内視鏡消化器外科,,外科（肛門・乳腺）,,,,,,乳腺外来,泌尿器科（生殖医療）,整形リハビリテーション科,,ペインクリニック（外科）,皮ふ科,,,,インプラント,,小児内分泌・代謝内科,,泌尿器科（不妊）,老人精神科,,,,,緩和内科,,
28,心臓内科,,内科（呼吸器・循環器・アレルギー疾患・体謝・内分泌）,,,消化器科（胃腸科）,循内感染症内科,糖尿病内分泌代謝内科,代謝・糖尿病内科,がん化学療法内科,,,,免疫・アレルギー内科,,内科（胃腸・消化器・肝臓・胆のう・膵臓・腎臓・循環器・呼吸器・糖尿病・代謝・脂質代謝・内分泌・老年・アレルギー疾患・感染症）,泌尿器科（生殖医療）,,,肝臓・胆のう・膵臓科,内科肛門科,腫瘍整形外科,,,,消外肛門外科,,大腸･肛門外科,,,,,,乳内外,泌尿器科（腎臓）,疼,,疼痛緩和内科（ペインクリニック）,皮膚・泌尿器科,,,,審美歯科,,小児感染症内科,,不妊治療婦人科,思春期・児童精神科,,,,,ペインクリニック・緩和ケア内科,,
29,腎臓内科（人工透析）,,内科（呼吸器・循環器・消化器・肝臓）,,,消化器内（内視鏡）,内科（循環器科）,内分泌代謝内科,糖尿病・代謝・内分泌内科,腫瘍内科（緩和ケア）,,,,アレルギー疾患科,,膠原病・感染症内科,泌尿器科（腎臓）,,,,消化器科・肛門科,胸部外科,,,,乳腺・内分泌・消化器外科,,胃腸・肛門外科,,,,,,乳腺・内分泌・消化器外科,ひ尿器科（人工透析）,外科・整形外科・形成外科,,ペインクリニック・緩和ケア内科,美容皮フ科,,,,小児しか矯正歯科,,小児腎臓内科,,男性不妊治療外科,リエゾン科（精神科）,,,,,がん・疼痛緩和内科,,
